year,month,day,individualCount,stateProvince,decimalLongitude,decimalLatitude
2023,10,23,1,Queensland,153.110729,-27.529801
2021,3,17,1,Victoria,147.748591,-37.914052
2020,3,21,1,Victoria,143.481888,-38.799642
2024,3,28,1,Queensland,153.073301,-27.547203
2021,10,5,1,Queensland,153.05895,-27.546467
2024,7,7,1,Queensland,153.090794,-27.526672
2024,2,11,1,Queensland,153.092249,-27.528434
2023,8,20,1,Queensland,153.090749,-27.526329
2022,11,17,1,Queensland,153.073837,-27.545575
2023,2,13,1,Queensland,153.109066,-27.529297
2022,9,28,1,Queensland,153.072463,-27.544613
2020,11,18,1,South Australia,138.715646,-35.015793
2024,3,20,1,Queensland,153.108338,-27.52895
2022,4,8,1,Victoria,143.890733,-37.584267
2022,6,21,1,Queensland,152.106528,-27.562496
2024,7,3,1,Victoria,143.607096,-38.768083
2023,9,5,1,Queensland,153.103047,-27.529067
2024,7,26,1,South Australia,138.720555,-34.88719
2022,10,22,1,South Australia,138.691324,-34.958634
2022,8,6,1,New South Wales,146.566833,-34.756983
2021,3,29,1,Queensland,153.078469,-27.514486
2024,5,11,1,Victoria,142.974914,-38.499803
2024,9,11,1,Queensland,153.19019,-27.701741
2020,9,9,1,Queensland,153.085319,-27.507099
2023,7,1,1,New South Wales,149.301124,-31.584591
2021,2,25,1,Queensland,153.052046,-27.548399
2024,9,12,1,Queensland,152.993755,-27.82343
2024,4,2,1,Queensland,151.762506,-26.16856
2024,7,14,1,Queensland,152.86915,-26.15117
2023,3,27,1,Queensland,153.05919,-27.551618
2024,10,31,1,New South Wales,150.63993,-29.793324
2021,7,15,1,Queensland,153.060487,-27.550233
2022,2,5,1,Victoria,146.526342,-38.432183
2021,5,23,1,South Australia,138.637617,-35.0057
2023,2,23,1,New South Wales,153.40112,-28.25823
2024,8,3,1,Queensland,153.09095,-27.526541
2023,2,27,1,Queensland,153.112067,-27.52905
2021,8,15,1,Queensland,152.997736,-27.434525
2024,1,17,1,South Australia,138.707262,-34.90442
2024,4,27,1,New South Wales,150.983907,-34.096899
2023,12,26,1,Queensland,153.092019,-27.527226
2024,2,5,1,South Australia,138.72477,-34.889365
2023,11,18,1,Queensland,153.091516,-27.526775
2023,10,17,1,Victoria,143.857335,-38.666747
2022,1,9,1,Queensland,153.083708,-27.505854
2023,7,8,1,Queensland,153.093342,-27.524164
2022,6,5,1,Queensland,152.845353,-27.344663
2021,4,11,1,South Australia,138.740905,-34.838304
2023,11,4,1,Queensland,151.841054,-26.561671
2024,10,1,1,New South Wales,146.495972,-34.721703
2024,2,29,1,Queensland,153.066228,-27.539272
2023,3,18,1,Queensland,153.10904,-27.527098
2024,2,10,1,Victoria,147.731445,-37.923633
2024,11,15,1,Queensland,153.10711,-27.528787
2023,1,24,1,Queensland,153.068729,-27.541726
2024,9,21,1,New South Wales,146.589888,-34.76995
2021,9,19,1,New South Wales,151.518403,-30.520863
2023,12,9,1,Queensland,153.399322,-27.496178
2024,8,1,1,Queensland,153.290158,-27.982947
2023,10,11,1,Queensland,152.627861,-27.870082
2024,10,29,1,Queensland,153.187287,-28.194692
2024,1,23,1,Victoria,145.171067,-38.17307
2024,9,20,1,Queensland,152.021535,-26.293881
2022,11,15,1,Queensland,148.474418,-21.410485
2023,3,27,1,Queensland,153.059176,-27.551578
2022,1,6,1,New South Wales,153.376817,-28.254076
2020,8,9,1,New South Wales,153.392799,-28.268988
2023,3,4,1,Victoria,141.046859,-37.998279
2022,7,12,1,Queensland,152.18901,-27.456754
2023,2,17,1,Queensland,152.249519,-27.495775
2023,9,17,1,South Australia,138.662024,-35.007958
2024,2,5,1,South Australia,138.730168,-34.890269
2021,12,30,1,Queensland,153.037797,-27.533424
2024,6,8,1,Queensland,153.090763,-27.525875
2024,7,25,1,Queensland,152.993242,-27.82352
2024,7,27,1,Queensland,146.869378,-19.127443
2024,10,30,1,Queensland,153.054341,-27.551945
2024,2,19,1,Queensland,153.104372,-27.529713
2022,12,18,1,Queensland,153.377058,-27.919485
2024,5,13,1,Queensland,152.589021,-27.949121
2022,2,9,1,Queensland,153.058601,-27.534128
2024,10,31,1,Victoria,145.650477,-37.025778
2024,10,13,1,Queensland,152.993049,-27.82374
2024,7,18,1,New South Wales,151.640253,-30.486581
2023,11,15,1,Queensland,150.674545,-26.71854
2023,3,28,1,Queensland,153.091957,-27.527153
2024,2,15,1,Queensland,153.057943,-27.551691
2023,8,7,1,Queensland,153.113758,-27.528541
2021,3,11,1,Victoria,145.281429,-38.128005
2023,3,21,1,Queensland,153.091562,-27.526994
2020,4,23,1,Queensland,153.37139,-27.926284
2024,7,25,1,Queensland,153.054073,-27.524077
2024,4,23,1,Queensland,153.372151,-27.908931
2024,10,14,1,Queensland,153.104837,-27.529141
2023,3,2,1,Queensland,152.183432,-27.531002
2024,2,14,1,Victoria,143.883587,-37.587485
2023,10,17,1,Queensland,153.090198,-27.525557
2023,12,29,1,Queensland,153.103784,-27.529569
2024,10,22,1,New South Wales,153.389714,-28.28456
2020,10,12,1,Queensland,153.060528,-27.549552
2021,2,11,1,Queensland,153.059374,-27.550725
2020,3,2,1,Victoria,143.541468,-38.797562
2024,7,13,1,South Australia,138.694288,-34.921878
2021,9,9,1,New South Wales,152.899511,-30.461312
2024,7,5,1,Queensland,152.365814,-27.453128
2024,6,18,1,Queensland,152.614414,-27.339773
2023,6,3,1,Queensland,153.091777,-27.527032
2023,5,9,1,South Australia,138.573822,-35.028938
2024,4,12,1,New South Wales,150.601369,-29.870236
2024,4,3,1,Victoria,141.921794,-38.057382
2024,1,19,1,Queensland,153.104006,-27.530347
2023,10,29,1,Queensland,153.093076,-27.526263
2024,4,18,1,Victoria,143.97522,-38.552616
2024,10,14,1,Queensland,152.455122,-27.530272
2022,5,24,1,Victoria,146.387677,-38.354151
2024,10,31,1,Queensland,151.706573,-26.166315
2024,3,30,1,Queensland,153.103362,-27.528452
2020,8,14,1,South Australia,138.702499,-34.903119
2022,10,27,1,New South Wales,150.302367,-31.191682
2023,10,13,1,Queensland,153.111416,-27.528077
2023,12,29,1,Queensland,153.092954,-27.525995
2024,8,10,1,Victoria,142.010213,-38.183723
2023,11,4,1,Queensland,152.67747,-27.986118
2023,11,14,1,Queensland,153.110132,-27.527511
2024,10,21,1,Queensland,151.957428,-27.444395
2020,10,19,1,Queensland,153.058166,-27.550934
2023,11,13,1,Queensland,153.102968,-27.526836
2021,7,29,1,Queensland,153.058905,-27.551379
2022,5,4,1,Queensland,153.061067,-27.534003
2023,10,18,1,Victoria,143.860733,-38.667964
2020,5,24,1,South Australia,138.750341,-34.997629
2023,12,8,1,Queensland,153.104436,-27.530734
2022,10,12,1,Queensland,153.073411,-27.545864
2021,7,11,1,Queensland,153.082691,-27.506259
2022,9,21,1,New South Wales,153.126071,-30.29535
2023,12,3,1,Queensland,153.000519,-27.284776
2024,6,15,1,Queensland,153.092274,-27.52833
2021,11,30,1,Queensland,152.994186,-27.823161
2021,11,20,1,Victoria,145.384688,-37.097564
2022,4,9,1,New South Wales,153.402261,-28.260126
2021,4,1,1,Queensland,153.095967,-27.566908
2024,2,28,1,Queensland,153.105451,-27.529753
2022,10,21,1,South Australia,137.595543,-35.595972
2023,4,12,1,Queensland,153.079117,-27.515603
2022,3,15,1,Queensland,152.872747,-28.213276
2023,11,5,1,Queensland,151.530455,-27.722595
2022,7,23,1,New South Wales,153.035984,-28.601786
2023,12,30,1,South Australia,138.56021,-35.26028
2024,9,19,1,Queensland,151.813065,-26.13111
2020,12,3,1,Victoria,145.267139,-38.131072
2022,6,15,1,Queensland,146.868438,-19.126572
2023,4,20,1,Victoria,145.501603,-37.034825
2021,10,21,1,Queensland,151.448752,-26.103964
2024,8,25,1,Queensland,152.853424,-28.303959
2023,11,15,1,Victoria,147.731338,-37.923962
2023,8,5,1,Queensland,153.062103,-27.53713
2022,10,3,1,Victoria,143.893816,-37.620158
2024,7,12,1,Queensland,152.401375,-27.456833
2023,12,19,1,Queensland,153.092039,-27.525905
2022,9,25,1,Victoria,144.101143,-37.564119
2021,6,20,1,Queensland,153.050648,-27.552005
2024,1,27,1,Queensland,152.102695,-27.569652
2024,10,5,1,Queensland,152.524017,-28.194553
2021,6,3,1,Queensland,153.05221,-27.548216
2023,3,9,1,South Australia,138.656527,-34.959642
2024,5,13,1,South Australia,138.734752,-34.888776
2021,10,10,1,Queensland,153.081298,-27.508123
2024,1,14,1,South Australia,138.656585,-34.869105
2023,2,3,1,Queensland,153.068125,-27.545078
2020,9,5,1,New South Wales,150.868999,-29.624528
2021,10,19,1,Victoria,146.16385,-38.671158
2024,4,26,1,Victoria,143.29335,-38.753597
2021,10,15,1,Queensland,151.973062,-27.645043
2024,4,18,1,South Australia,138.721339,-34.892671
2024,9,24,1,Queensland,152.835693,-26.277538
2020,7,23,1,South Australia,138.710407,-34.909476
2023,6,17,1,Queensland,153.134186,-27.565422
2021,9,26,1,Queensland,153.078726,-27.5068
2024,9,7,1,Queensland,152.997475,-27.287914
2022,12,30,1,Queensland,151.895057,-27.599273
2024,10,5,1,Queensland,153.108764,-27.526925
2021,11,15,1,Queensland,153.069245,-27.504505
2022,4,1,1,New South Wales,146.535095,-34.755897
2023,3,28,1,Victoria,144.068681,-37.76158
2023,9,15,1,Queensland,153.158674,-27.656227
2021,11,10,1,Victoria,144.03315,-38.068643
2021,7,29,1,South Australia,138.733291,-34.890466
2022,11,23,1,Queensland,151.713519,-27.261001
2021,2,11,1,Queensland,153.059424,-27.548746
2024,2,11,1,Queensland,152.102906,-27.569017
2023,3,14,1,Queensland,153.368384,-27.897685
2024,4,13,1,Queensland,153.072702,-27.54916
2020,3,3,1,Victoria,141.77501,-38.202791
2024,3,6,1,Queensland,153.104444,-27.530431
2021,12,5,1,Queensland,152.344529,-27.831775
2023,12,12,1,Queensland,152.920596,-26.745014
2024,3,21,1,South Australia,138.568958,-35.095342
2023,9,9,1,Queensland,153.091078,-27.526446
2024,7,3,1,Queensland,153.091929,-27.525538
2023,1,8,1,Queensland,153.072229,-27.545112
2023,9,22,1,Queensland,153.103448,-27.530529
2021,11,16,1,Queensland,152.063781,-27.261908
2020,3,16,1,Queensland,153.058405,-27.546316
2023,4,28,1,Victoria,144.286,-37.849117
2021,10,13,1,Queensland,152.971309,-27.288737
2024,8,29,1,South Australia,138.72259,-34.891817
2022,8,3,1,Queensland,153.086808,-27.034114
2023,10,15,1,Queensland,153.090428,-27.527195
2023,10,10,1,Queensland,153.110401,-27.527023
2020,9,27,1,South Australia,138.72184,-34.936362
2023,12,12,1,Victoria,146.304017,-38.952295
2020,9,20,1,Queensland,152.569872,-27.243756
2022,4,15,1,South Australia,138.713339,-34.874458
2024,1,21,1,New South Wales,150.854341,-34.07774
2023,12,27,1,Queensland,153.375406,-27.911913
2022,2,23,1,Victoria,144.281852,-37.842258
2023,5,14,1,Queensland,152.07677,-27.257798
2022,2,11,1,Queensland,152.945617,-28.125314
2020,11,19,1,South Australia,138.735106,-34.893372
2022,12,27,1,Queensland,152.047303,-27.262487
2024,5,17,1,South Australia,138.722604,-34.891584
2024,10,2,1,Queensland,152.6409,-27.452792
2023,8,11,1,Queensland,153.10471,-27.529883
2020,1,9,1,Queensland,151.854125,-26.506533
2024,4,18,1,Queensland,153.051611,-27.548758
2022,12,25,1,Queensland,151.889159,-27.600747
2024,10,18,1,Queensland,153.10553,-27.529644
2024,11,8,1,South Australia,138.514136,-35.132078
2024,11,9,1,Queensland,153.090346,-27.527013
2023,7,31,1,Queensland,151.9368,-27.622184
2021,4,9,1,Queensland,153.056747,-27.544172
2024,7,23,1,Queensland,153.11116,-27.528801
2023,5,20,1,Queensland,153.375028,-27.917318
2021,11,28,1,Queensland,151.734673,-27.594649
2023,8,6,1,Queensland,153.373203,-27.917407
2023,3,23,1,Queensland,153.090697,-27.526422
2021,11,28,1,Queensland,151.520442,-27.715401
2023,5,29,1,Queensland,153.10937,-27.528938
2024,3,1,1,Queensland,153.084285,-27.609306
2024,4,12,1,South Australia,138.7227,-34.891963
2022,11,12,1,Queensland,151.865226,-27.193142
2020,8,7,1,Victoria,146.040574,-38.58811
2021,1,23,1,Queensland,153.058479,-27.54761
2022,9,28,1,Queensland,151.946912,-25.947737
2023,12,16,1,Queensland,153.107263,-27.527377
2024,10,10,1,Queensland,153.08625,-27.506236
2024,10,26,1,Queensland,153.091948,-27.527035
2021,4,12,1,Victoria,146.163742,-38.67128
2022,9,22,1,Queensland,153.068361,-27.525343
2022,11,19,1,Queensland,151.525547,-27.713907
2022,11,24,1,Queensland,152.057976,-27.264912
2023,3,9,1,New South Wales,153.450764,-28.266486
2021,6,28,1,Queensland,146.842355,-19.135861
2023,10,31,1,Queensland,153.192545,-27.703321
2020,1,18,1,Queensland,153.068704,-27.54523
2021,11,29,1,Queensland,151.576001,-27.80776
2024,1,9,1,Queensland,151.523012,-27.709575
2020,9,16,1,Victoria,145.132204,-38.175466
2020,1,22,1,Victoria,143.86159,-38.667657
2022,10,29,1,Victoria,143.871709,-37.603695
2024,1,27,1,Queensland,153.091661,-27.527196
2023,5,18,1,Queensland,152.249435,-27.496763
2023,10,20,1,Queensland,151.568023,-27.691839
2023,3,30,1,Queensland,152.860815,-27.54869
2023,8,28,1,New South Wales,151.235197,-33.118283
2024,3,27,1,Victoria,143.49568,-38.803422
2024,8,17,1,Queensland,153.091416,-27.52693
2024,3,10,1,Queensland,153.092982,-27.527129
2024,10,7,1,Queensland,153.093599,-27.527873
2021,2,27,1,Queensland,153.038582,-27.535191
2022,3,12,1,Queensland,153.085421,-27.510404
2024,7,29,1,Queensland,153.103787,-27.529889
2021,10,23,1,South Australia,138.698322,-34.933097
2023,9,24,1,Queensland,153.438747,-27.397143
2020,6,1,1,Queensland,153.033118,-27.539771
2021,3,6,1,Victoria,145.497195,-35.815829
2022,10,30,1,Victoria,143.925668,-37.653072
2021,5,2,1,South Australia,138.671331,-35.012661
2020,11,21,1,New South Wales,153.377107,-28.25432
2023,10,1,1,Queensland,152.39267,-27.92274
2022,6,11,1,Victoria,147.731387,-37.923603
2020,10,31,1,South Australia,138.874388,-34.988505
2022,8,31,1,Victoria,144.219118,-37.833687
2020,4,6,1,South Australia,138.694021,-34.956986
2024,5,3,1,South Australia,138.727439,-34.889628
2023,11,10,1,Queensland,153.105688,-27.529332
2023,12,5,1,Queensland,153.401723,-27.496583
2023,5,3,1,Queensland,152.249514,-27.496771
2024,6,1,1,South Australia,138.662988,-35.002263
2023,1,30,1,Queensland,153.090633,-27.525991
2023,11,26,1,Victoria,144.28475,-37.836923
2023,7,6,1,Queensland,153.090976,-27.527611
2023,11,1,1,Queensland,153.112064,-27.5292
2022,11,6,1,Victoria,143.996806,-37.688518
2023,11,15,1,Victoria,147.727005,-37.92017
2023,10,6,1,South Australia,138.583281,-35.09938
2024,4,16,1,South Australia,138.733943,-34.890129
2023,8,27,1,Queensland,153.00078,-27.284444
2024,11,11,1,Queensland,151.940737,-27.643708
2023,12,14,1,Victoria,143.341228,-38.322317
2024,4,24,1,Queensland,153.10347,-27.530036
2023,8,15,1,Queensland,153.093602,-27.524214
2024,2,14,1,New South Wales,149.330733,-33.689112
2024,4,28,1,South Australia,138.832124,-34.889307
2023,7,25,1,Queensland,153.103401,-27.528921
2022,12,10,1,Victoria,149.73732,-37.526319
2021,3,2,1,Queensland,153.054742,-27.550804
2020,9,9,1,South Australia,138.657846,-35.011955
2021,7,12,1,South Australia,137.639878,-35.647675
2023,12,27,1,South Australia,138.729243,-34.889826
2024,8,24,1,Queensland,153.091418,-27.527111
2024,6,16,1,Queensland,153.092476,-27.527496
2020,7,11,1,South Australia,138.613816,-34.903278
2021,4,28,1,Victoria,143.890604,-37.584539
2021,12,4,1,Queensland,153.324167,-27.90447
2024,9,3,1,New South Wales,150.585771,-29.857121
2022,11,8,1,Queensland,153.399338,-27.496128
2024,2,6,1,South Australia,138.73686,-34.827229
2023,6,10,1,Queensland,153.090816,-27.527586
2020,12,15,1,South Australia,138.650422,-35.01953
2023,10,30,1,New South Wales,146.535538,-34.745395
2022,1,5,1,Queensland,153.139232,-27.623044
2024,7,6,1,South Australia,137.262462,-35.69921
2024,3,21,1,Queensland,153.065108,-27.557072
2023,9,2,1,Queensland,152.958816,-27.26616
2023,4,16,1,Queensland,153.092387,-27.528264
2024,3,23,1,Queensland,153.060641,-27.555612
2024,11,7,1,Queensland,152.003281,-27.414463
2024,9,21,1,Queensland,152.61325,-27.339457
2024,10,23,1,Queensland,153.091507,-27.527254
2023,7,29,1,Queensland,153.10934,-27.529418
2024,9,21,1,Queensland,153.090906,-27.527454
2022,8,22,1,Queensland,153.190233,-28.173391
2022,11,5,1,Queensland,151.943705,-27.390965
2023,9,26,1,Victoria,143.667585,-38.755128
2024,8,19,1,Queensland,151.774812,-27.392103
2023,12,27,1,Victoria,143.157648,-38.246999
2024,2,11,1,Queensland,153.092455,-27.528522
2023,10,30,1,Queensland,153.190179,-27.701275
2023,10,20,1,Queensland,151.521133,-27.719775
2024,10,12,1,Queensland,153.090126,-27.220534
2023,4,23,1,Queensland,153.091641,-27.527175
2024,3,24,1,New South Wales,150.57722,-29.8624
2023,6,8,1,Queensland,152.391076,-27.742261
2020,10,3,1,New South Wales,151.520217,-30.520347
2023,12,31,1,Victoria,147.726745,-37.924247
2023,4,4,1,Queensland,153.110512,-27.528248
2021,12,13,1,Victoria,146.163925,-38.671197
2023,11,1,1,South Australia,138.72968,-34.890007
2022,7,5,1,South Australia,138.657088,-34.865118
2021,4,9,1,Queensland,153.05865,-27.547217
2023,11,15,1,Victoria,147.72722,-37.921937
2023,1,3,1,Queensland,146.877392,-19.120763
2022,11,18,1,Victoria,142.364328,-38.320294
2023,10,31,1,Queensland,153.090604,-27.526311
2022,9,7,1,Queensland,152.373271,-28.339709
2023,1,17,1,Queensland,153.085905,-27.51039
2024,3,31,1,Queensland,153.092819,-27.525392
2023,10,13,1,Queensland,153.094538,-27.53281
2023,10,3,1,Queensland,153.102843,-27.527419
2024,2,7,1,Queensland,153.111378,-27.528002
2023,9,24,1,Queensland,153.081858,-27.508042
2023,1,22,1,South Australia,138.654347,-35.006602
2023,2,12,1,Queensland,151.889206,-27.597401
2024,9,21,1,Queensland,152.63176,-27.437973
2024,11,5,1,New South Wales,153.421618,-28.872411
2024,11,5,1,Queensland,153.40013,-27.496633
2021,1,24,1,Queensland,152.377092,-27.081683
2024,4,13,1,Queensland,153.093342,-27.528248
2023,12,23,1,Queensland,153.078522,-27.506393
2023,10,7,1,Queensland,153.092913,-27.528161
2024,11,8,1,Victoria,143.290947,-37.19048
2022,9,29,1,Queensland,153.073433,-27.545671
2022,11,12,1,Queensland,153.438316,-27.401021
2023,9,30,1,Victoria,142.363542,-38.318677
2023,3,18,1,Queensland,153.092781,-27.527112
2024,10,7,1,Queensland,153.103024,-27.529206
2024,8,20,1,Victoria,146.387408,-38.356988
2022,8,20,1,South Australia,138.65763,-35.017497
2022,11,27,1,Queensland,153.073253,-27.546333
2024,2,19,1,Victoria,148.259828,-37.232683
2023,9,1,1,Queensland,153.087231,-27.510708
2022,3,6,1,Victoria,141.753931,-38.090515
2023,11,25,1,South Australia,138.580984,-35.144981
2022,10,29,1,South Australia,138.637074,-35.006358
2023,10,4,1,Queensland,153.111412,-27.529732
2024,4,25,1,Queensland,153.103582,-27.529353
2024,10,10,1,Queensland,153.034542,-27.525228
2020,6,6,1,Queensland,153.071608,-27.546087
2024,3,31,1,New South Wales,152.887791,-31.455321
2024,9,30,1,South Australia,138.725094,-34.932817
2020,10,28,1,South Australia,138.710404,-34.859099
2023,11,24,1,South Australia,138.720366,-34.89242
2023,11,5,1,Queensland,153.090354,-27.52544
2020,5,29,1,Victoria,145.136471,-38.388959
2023,9,19,1,Queensland,153.379657,-27.91718
2023,7,8,1,Queensland,151.791652,-26.136584
2023,2,12,1,South Australia,138.725191,-34.881538
2023,1,28,1,Queensland,153.437901,-27.400168
2022,12,3,1,Queensland,153.10524,-27.529907
2020,12,1,1,Queensland,153.058361,-27.545748
2024,3,19,1,South Australia,138.730446,-34.8856
2024,5,22,1,Queensland,152.587746,-27.918109
2024,7,7,1,Queensland,153.092528,-27.527706
2023,10,25,1,Queensland,153.090919,-27.526459
2020,11,5,1,Queensland,153.079042,-27.515025
2023,10,18,1,Queensland,152.642531,-28.14367
2023,2,16,1,Queensland,153.37608,-27.956848
2024,9,30,1,South Australia,138.721831,-34.8924
2024,5,2,1,Queensland,153.09105,-27.52692
2024,8,15,1,Queensland,153.091195,-27.527283
2023,3,16,1,Queensland,153.090749,-27.525846
2023,8,29,1,Queensland,151.958775,-27.413135
2020,5,31,1,South Australia,138.6367,-34.989361
2023,9,25,1,Queensland,152.993867,-27.82382
2022,9,22,1,Victoria,147.725722,-37.921139
2022,12,6,1,New South Wales,150.820165,-34.101467
2024,10,22,1,Queensland,153.092071,-27.527117
2024,7,16,1,Queensland,153.104095,-27.530245
2021,5,2,1,South Australia,138.674434,-35.013319
2024,5,4,1,Queensland,146.864461,-19.12457
2023,9,9,1,Queensland,152.00435,-27.414605
2020,12,1,1,Queensland,153.058446,-27.548121
2020,4,26,1,South Australia,138.696033,-34.89787
2024,11,17,1,Queensland,153.090971,-27.526492
2024,5,6,1,Queensland,153.103304,-27.527603
2022,11,10,1,Queensland,151.935487,-27.325453
2023,12,1,1,Queensland,153.102606,-27.529464
2022,10,8,1,South Australia,138.659132,-35.00438
2021,2,20,1,Queensland,153.059472,-27.54929
2022,11,25,1,New South Wales,151.519445,-30.520513
2020,4,5,1,Queensland,153.069479,-27.544048
2020,9,19,1,Victoria,143.729413,-38.535378
2023,2,18,1,Queensland,153.090782,-27.527071
2023,9,19,1,Queensland,153.381796,-27.918578
2024,6,24,1,South Australia,138.733111,-34.873063
2024,11,6,1,Queensland,151.987991,-27.577639
2021,4,5,1,South Australia,138.67259,-35.016054
2021,10,6,1,Victoria,143.925212,-37.653524
2022,9,6,1,New South Wales,152.882065,-31.461336
2024,9,21,1,New South Wales,146.595376,-34.772026
2022,7,2,1,Victoria,142.630491,-38.321162
2024,4,29,1,Queensland,153.105174,-27.530012
2023,10,11,1,Queensland,153.110715,-27.527524
2020,4,10,1,Victoria,144.262877,-37.393305
2023,4,11,1,Queensland,153.092112,-27.525119
2023,9,14,1,Queensland,153.033967,-27.54997
2024,8,23,1,Queensland,151.556488,-27.613522
2023,10,28,1,Queensland,153.102516,-27.529469
2021,10,10,1,Queensland,153.081672,-27.508171
2022,1,19,1,New South Wales,153.075091,-30.897186
2023,6,18,1,Queensland,152.249435,-27.496763
2023,4,1,1,Queensland,153.092614,-27.525711
2024,7,29,1,Queensland,152.597595,-27.28068
2023,5,2,1,Queensland,153.262767,-27.890857
2022,4,16,1,South Australia,138.912175,-34.730324
2023,7,30,1,Queensland,153.151142,-27.583787
2023,1,29,1,Queensland,153.05779,-27.550945
2022,8,17,1,New South Wales,152.117693,-32.765455
2024,11,12,1,Queensland,153.073311,-27.545105
2023,9,15,1,Queensland,153.074881,-27.548607
2024,7,1,1,Queensland,153.092507,-27.527869
2021,12,1,1,Victoria,143.874222,-37.602342
2022,11,17,1,Queensland,153.057545,-27.550942
2023,8,3,1,Queensland,151.937758,-26.174661
2023,11,28,1,Queensland,151.931275,-27.407762
2023,10,29,1,Queensland,153.093557,-27.52441
2024,9,14,1,Queensland,153.090318,-27.526778
2023,5,31,1,South Australia,138.65636,-35.022502
2020,2,4,1,Queensland,153.058974,-27.548401
2024,3,16,1,Queensland,153.10516,-27.529657
2023,9,13,1,Queensland,153.537522,-27.429375
2023,4,19,1,Queensland,153.090779,-27.525789
2021,9,14,1,Queensland,153.059974,-27.550249
2024,8,23,1,South Australia,138.62631,-34.893141
2023,9,2,1,Queensland,152.826697,-26.256118
2024,5,17,1,South Australia,138.71553,-34.893195
2024,11,8,1,Queensland,151.568313,-27.798703
2024,3,23,1,South Australia,138.700161,-34.90339
2022,7,6,1,Victoria,143.900151,-37.656657
2020,12,16,1,Victoria,146.163667,-38.670928
2024,11,2,1,Queensland,151.716338,-27.567313
2023,5,2,1,Queensland,152.249514,-27.496771
2024,11,2,1,Queensland,151.079358,-26.705455
2024,3,22,1,Queensland,153.110267,-27.529719
2020,3,15,1,New South Wales,153.609972,-28.662362
2024,7,24,1,Victoria,144.562952,-37.427823
2024,9,8,1,Queensland,153.092883,-27.525059
2023,11,19,1,Queensland,153.091635,-27.527013
2023,6,25,1,Queensland,153.09167,-27.527199
2023,12,20,1,Queensland,153.103656,-27.530151
2022,12,6,1,Queensland,153.074085,-27.546118
2024,10,7,1,Queensland,153.076425,-27.817442
2023,4,19,1,Queensland,153.109249,-27.526664
2024,7,13,1,Queensland,153.069741,-27.510502
2020,10,26,1,Victoria,143.883627,-37.613657
2024,11,1,1,Queensland,153.074808,-27.546361
2023,10,20,1,Queensland,151.938911,-27.411426
2024,10,10,1,Queensland,152.684072,-27.996854
2024,11,24,1,Queensland,152.004928,-27.412605
2024,6,18,1,Queensland,152.615331,-27.340392
2024,1,3,1,Victoria,144.248659,-37.810927
2020,5,31,1,Queensland,153.055514,-27.544227
2023,5,20,1,Queensland,153.09225,-27.527735
2024,6,18,1,Queensland,152.611805,-27.338364
2024,8,12,1,Queensland,151.585515,-28.917259
2024,5,30,1,Queensland,152.617217,-27.318847
2023,3,31,1,South Australia,138.705658,-34.903253
2023,9,10,1,Queensland,153.085797,-27.510384
2024,5,17,1,South Australia,138.717848,-34.89145
2024,11,4,1,Victoria,144.354161,-37.845322
2020,7,30,1,Queensland,153.058568,-27.545502
2021,5,2,1,South Australia,138.656587,-35.019345
2023,2,15,1,Queensland,151.928863,-27.33488
2023,7,9,1,Victoria,142.363663,-38.318753
2021,10,23,1,South Australia,138.698986,-34.936472
2024,10,5,1,Queensland,153.10371,-27.529504
2021,5,11,1,New South Wales,151.520479,-30.520765
2022,6,16,1,Victoria,143.512475,-38.832769
2023,8,19,1,Queensland,153.113644,-27.528474
2024,10,15,1,Queensland,153.089139,-27.220697
2023,10,10,1,Queensland,153.102387,-27.519586
2023,11,17,1,Queensland,152.003087,-27.413915
2024,5,21,1,Queensland,151.782954,-26.309719
2021,3,24,1,Queensland,153.090535,-27.633533
2024,10,7,1,Queensland,153.111572,-27.524331
2022,2,15,1,Victoria,144.271943,-37.843945
2024,9,22,1,South Australia,138.706313,-34.937517
2021,10,23,1,Queensland,153.073583,-27.519145
2020,11,20,1,Queensland,153.060288,-27.551888
2024,8,16,1,Queensland,153.072232,-27.545679
2024,10,23,1,Victoria,143.519212,-38.830852
2023,1,3,1,Queensland,153.104224,-27.52977
2023,11,4,1,Queensland,153.075745,-27.50515
2023,7,27,1,Victoria,145.501405,-37.034861
2020,5,26,1,Queensland,153.063319,-27.550162
2022,12,16,1,Queensland,152.003263,-27.413598
2023,5,8,1,Queensland,149.79825,-22.778533
2024,11,17,1,Queensland,153.092404,-27.525254
2023,11,4,1,Queensland,152.003478,-27.413917
2024,3,5,1,Victoria,145.553938,-37.015219
2022,9,27,1,Queensland,153.400347,-27.498852
2022,8,18,1,Queensland,152.945341,-28.125262
2020,9,28,1,South Australia,138.705586,-34.936431
2020,4,5,1,Queensland,153.080406,-27.512353
2024,11,19,1,Queensland,151.709167,-27.64875
2021,7,25,1,Queensland,152.904896,-27.456337
2023,2,17,1,Victoria,142.072189,-38.235242
2023,7,12,1,Queensland,151.937525,-26.175366
2022,11,17,1,Queensland,153.073835,-27.545712
2024,1,6,1,Queensland,153.090658,-27.527154
2020,9,28,1,South Australia,138.653357,-34.963136
2024,6,19,1,New South Wales,153.401014,-28.258193
2024,4,10,1,Queensland,153.102762,-27.52673
2023,4,16,1,Queensland,153.090941,-27.527168
2021,3,6,1,Victoria,145.456038,-35.828945
2021,4,14,1,South Australia,138.631239,-34.991033
