year,month,day,individualCount,stateProvince,decimalLongitude,decimalLatitude
2020,10,14,1,New South Wales,149.577506,-33.419281
2021,5,25,1,New South Wales,150.595647,-34.425942
2020,11,13,1,New South Wales,150.01112,-36.547428
2020,2,1,1,New South Wales,152.645569,-30.537649
2020,5,,1,New South Wales,152.041279,-32.735288
2023,3,18,1,New South Wales,150.851949,-34.050248
2020,2,17,1,New South Wales,152.926358,-31.464279
2022,11,23,1,New South Wales,152.760068,-30.904021
2021,5,16,1,New South Wales,150.655826,-34.458557
2024,10,9,1,New South Wales,150.854722,-34.048056
2024,7,15,1,New South Wales,152.575285,-31.644542
2021,7,11,1,New South Wales,150.642197,-34.39433
2021,5,19,1,New South Wales,150.633677,-34.418426
2023,9,20,1,New South Wales,153.302384,-28.84663
2021,6,6,1,New South Wales,150.635326,-34.488048
2020,10,30,1,New South Wales,149.968131,-36.578885
2021,5,29,1,New South Wales,150.515887,-34.448769
2023,7,29,1,New South Wales,153.327054,-29.038269
2022,1,16,1,New South Wales,153.434299,-28.695152
2021,2,12,1,New South Wales,153.395355,-28.959916
2020,11,3,1,New South Wales,149.968131,-36.578885
2023,1,22,1,New South Wales,150.79094,-34.133848
2020,10,23,1,New South Wales,149.923643,-36.618562
2023,10,18,1,New South Wales,150.973293,-34.100662
2020,11,23,1,New South Wales,153.555833,-28.399167
2021,4,28,1,New South Wales,150.636302,-34.421794
2021,4,23,1,New South Wales,150.630909,-34.388513
2021,5,4,1,New South Wales,150.627151,-34.389522
2024,3,13,1,New South Wales,151.781386,-31.97075
2021,5,27,1,New South Wales,150.638882,-34.491687
2022,7,30,1,New South Wales,149.543438,-33.699723
2021,5,14,1,New South Wales,150.603515,-34.437699
2022,9,22,1,New South Wales,152.875485,-29.679487
2020,11,3,1,New South Wales,149.955017,-36.576791
2021,12,1,1,New South Wales,150.125195,-31.069662
2021,10,11,1,New South Wales,153.401891,-28.260427
2022,2,8,1,New South Wales,152.898825,-31.442271
2021,6,11,1,New South Wales,150.611646,-34.430718
2022,2,5,1,New South Wales,153.109776,-29.490175
2021,6,7,1,New South Wales,150.607724,-34.430137
2023,3,2,1,New South Wales,153.108162,-29.490469
2021,8,14,1,New South Wales,150.513794,-34.44632
2021,4,22,1,New South Wales,150.614177,-34.429704
2022,9,17,1,New South Wales,150.883987,-34.018527
2021,7,10,1,New South Wales,150.630982,-34.388235
2021,8,10,1,New South Wales,150.631941,-34.388163
2021,12,17,1,New South Wales,150.937207,-34.113996
2021,1,23,1,New South Wales,152.092139,-32.738553
2020,11,,1,New South Wales,152.216158,-32.418238
2020,11,2,1,New South Wales,149.955017,-36.576791
2020,11,22,1,New South Wales,150.815095,-34.085656
2021,5,13,1,New South Wales,150.524368,-34.466332
2023,10,31,1,New South Wales,152.19096,-32.219628
2023,9,6,1,New South Wales,153.042776,-28.469247
2020,10,21,1,New South Wales,153.320987,-28.834228
2021,5,4,1,New South Wales,150.638552,-34.490653
2021,6,30,1,New South Wales,150.521633,-34.465699
2020,12,8,1,New South Wales,149.960499,-36.288011
2021,5,15,1,New South Wales,150.629104,-34.395077
2023,1,13,1,New South Wales,153.110104,-29.488265
2023,9,15,1,New South Wales,152.818278,-31.65131
2023,2,18,1,New South Wales,149.698554,-32.367276
2021,6,23,1,New South Wales,150.601852,-34.418221
2020,10,23,1,New South Wales,149.923643,-36.618562
2021,6,1,1,New South Wales,150.616363,-34.438158
2023,9,28,1,New South Wales,152.968749,-29.730159
2021,5,26,1,New South Wales,150.52658,-34.469577
2021,10,29,1,New South Wales,153.013297,-30.41381
2021,6,4,1,New South Wales,152.911609,-31.458122
2021,1,25,1,New South Wales,152.899894,-29.631732
2021,5,21,1,New South Wales,150.639068,-34.493187
2021,4,25,1,New South Wales,150.608504,-34.45352
2021,6,17,1,New South Wales,150.522908,-34.450913
2023,11,25,1,New South Wales,153.105158,-29.489746
2023,9,21,1,New South Wales,152.605549,-30.344458
2022,8,22,1,New South Wales,153.0406,-30.297238
2021,7,12,1,New South Wales,152.413051,-31.932612
2021,6,17,1,New South Wales,150.630168,-34.420964
2020,9,5,1,New South Wales,153.537072,-28.222185
2021,6,7,1,New South Wales,150.528079,-34.465641
2022,6,7,1,New South Wales,152.879205,-31.457051
2021,3,4,1,New South Wales,150.635236,-34.487001
2021,4,12,1,New South Wales,150.577042,-29.838245
2020,10,17,1,New South Wales,151.985894,-32.448613
2022,8,2,1,New South Wales,152.063956,-32.706625
2023,12,4,1,New South Wales,153.109766,-29.490208
2022,7,29,1,New South Wales,153.316343,-28.939602
2021,4,15,1,New South Wales,150.62584,-34.386242
2021,5,18,1,New South Wales,150.631045,-34.389084
2021,8,24,1,New South Wales,150.525117,-34.495511
2020,9,22,1,New South Wales,153.282851,-28.821387
2021,6,30,1,New South Wales,153.101209,-29.49003
2022,11,18,1,New South Wales,152.795899,-30.884771
2020,6,6,1,New South Wales,153.428133,-28.558093
2024,4,9,1,New South Wales,150.659123,-33.527192
2021,9,7,1,New South Wales,153.10453,-29.476913
2023,3,26,1,New South Wales,152.063956,-32.706625
2021,4,20,1,New South Wales,153.559692,-28.371061
2021,6,14,1,New South Wales,150.605617,-34.437254
2022,2,21,1,New South Wales,150.718739,-33.456402
2023,9,21,1,New South Wales,152.926635,-31.472406
2021,10,18,1,New South Wales,152.8124,-29.798531
2022,8,1,1,New South Wales,153.104391,-29.482886
2021,7,5,1,New South Wales,150.627185,-34.420644
2021,3,1,1,New South Wales,150.603328,-34.436605
2020,5,13,1,New South Wales,149.36557,-36.006435
2021,12,19,1,New South Wales,152.904753,-31.439272
2023,2,9,1,New South Wales,151.623,-30.438
2022,3,13,1,New South Wales,153.109739,-29.490199
2021,4,28,1,New South Wales,150.605865,-34.454487
2021,6,22,1,New South Wales,150.602475,-34.42
2020,1,9,1,New South Wales,153.336688,-28.868027
2021,6,4,1,New South Wales,150.623914,-34.388972
2021,5,21,1,New South Wales,153.63115,-28.63729
2023,11,18,1,New South Wales,152.907637,-31.451214
2021,8,6,1,New South Wales,150.632647,-34.418298
2021,4,25,1,New South Wales,150.609379,-34.418999
2021,5,28,1,New South Wales,153.59019,-28.65505
2021,4,28,1,New South Wales,150.52509,-34.452598
2024,6,7,1,New South Wales,152.872983,-31.479235
2021,5,3,1,New South Wales,150.621159,-34.39871
2020,10,11,1,New South Wales,149.986384,-36.655712
2021,9,30,1,New South Wales,153.109219,-29.490857
2021,4,21,1,New South Wales,150.631121,-34.387552
2021,9,10,1,New South Wales,152.921692,-31.48029
2022,3,3,1,New South Wales,153.101129,-29.4901
2021,9,17,1,New South Wales,150.522173,-34.449267
2024,8,25,1,New South Wales,152.077448,-32.7228
2022,1,12,1,New South Wales,151.487783,-30.634036
2021,5,15,1,New South Wales,150.640426,-34.49407
2020,5,17,1,New South Wales,149.293747,-36.092276
2021,7,18,1,New South Wales,150.599338,-34.41672
2021,9,9,1,New South Wales,150.514386,-34.447269
2021,6,15,1,New South Wales,152.894741,-30.874477
2021,6,10,1,New South Wales,150.613971,-34.433144
2021,3,29,1,New South Wales,153.331243,-28.821749
2021,5,17,1,New South Wales,150.516384,-34.449987
2021,5,21,1,New South Wales,150.517336,-34.452035
2021,6,3,1,New South Wales,150.61533,-34.436605
2022,9,5,1,New South Wales,153.283976,-28.66656
2021,6,3,1,New South Wales,150.522433,-34.465887
2021,4,2,1,New South Wales,150.522932,-34.45232
2023,11,4,1,New South Wales,152.93665,-31.475011
2023,5,21,1,New South Wales,152.986212,-29.036861
2021,5,19,1,New South Wales,150.521577,-34.465752
2020,11,23,1,New South Wales,153.316234,-28.84526
2022,2,28,1,New South Wales,153.342777,-28.860113
2021,8,15,1,New South Wales,150.515598,-34.439415
2020,10,17,1,New South Wales,153.605778,-28.659613
2022,8,21,1,New South Wales,150.839981,-34.060713
2022,1,2,1,New South Wales,152.927276,-31.457984
2021,6,19,1,New South Wales,150.642551,-34.394517
2023,2,2,1,New South Wales,151.93134,-32.586078
2021,10,27,1,New South Wales,149.187264,-35.954515
2021,4,23,1,New South Wales,150.604143,-34.422169
2023,6,18,1,New South Wales,153.107722,-29.496754
2020,2,17,1,New South Wales,153.108243,-29.490478
2022,4,28,1,New South Wales,151.232474,-33.16171
2022,2,5,1,New South Wales,153.110522,-29.490133
2020,9,27,1,New South Wales,153.341595,-28.821788
2021,4,22,1,New South Wales,150.614288,-34.429625
2021,7,14,1,New South Wales,152.929157,-31.459635
2024,3,31,1,New South Wales,152.337832,-32.302205
2021,7,11,1,New South Wales,150.643222,-34.395395
2021,6,13,1,New South Wales,150.522349,-34.465786
2021,7,11,1,New South Wales,153.272094,-29.009814
2020,1,31,1,New South Wales,152.041056,-32.737555
2021,3,6,1,New South Wales,150.603413,-34.436291
2021,9,8,1,New South Wales,153.103849,-29.484959
2022,12,5,1,New South Wales,152.92633,-31.452736
2020,1,8,1,New South Wales,152.866285,-29.692025
2024,7,15,1,New South Wales,153.396648,-29.047472
2020,10,2,1,New South Wales,152.928526,-31.459599
2021,5,12,1,New South Wales,150.517237,-34.45316
2022,9,25,1,New South Wales,152.876398,-31.492034
2021,5,24,1,New South Wales,150.639176,-34.492829
2020,10,15,1,New South Wales,152.878677,-29.662288
2021,5,31,1,New South Wales,150.51733,-34.446346
2023,9,22,1,New South Wales,150.782955,-33.719426
2020,12,4,1,New South Wales,150.65973,-33.527099
2021,8,16,1,New South Wales,150.530926,-34.472802
2021,5,21,1,New South Wales,150.517378,-34.452063
2023,9,23,1,New South Wales,150.786196,-33.705932
2020,10,11,1,New South Wales,149.989087,-36.562421
2022,7,13,1,New South Wales,152.02018,-32.739618
2020,1,4,1,New South Wales,152.065232,-32.699661
2021,5,5,1,New South Wales,150.615642,-34.435989
2023,12,20,1,New South Wales,153.196837,-28.752435
2021,9,10,1,New South Wales,150.525589,-34.447461
2021,6,22,1,New South Wales,150.644045,-34.392824
2020,11,12,1,New South Wales,151.982103,-32.640912
2021,10,29,1,New South Wales,152.916607,-31.450595
2020,11,27,1,New South Wales,153.104294,-29.480364
2024,4,27,1,New South Wales,151.712468,-32.630412
2021,4,21,1,New South Wales,150.609433,-34.419027
2021,4,26,1,New South Wales,150.518203,-34.448843
2021,5,12,1,New South Wales,150.609278,-34.420638
2024,3,13,1,New South Wales,150.784546,-33.714173
2023,10,18,1,New South Wales,152.105345,-32.736858
2021,7,13,1,New South Wales,150.642774,-34.395089
2022,6,15,1,New South Wales,153.108038,-29.490334
2021,8,29,1,New South Wales,153.311308,-28.813376
2022,7,5,1,New South Wales,152.908683,-31.48872
2023,7,15,1,New South Wales,150.808277,-34.09809
2021,1,17,1,New South Wales,153.393393,-28.269299
2021,9,18,1,New South Wales,153.109455,-29.490483
2023,9,26,1,New South Wales,150.725006,-34.320115
2021,5,12,1,New South Wales,150.639953,-34.491951
2020,11,6,1,New South Wales,149.994744,-36.560944
2021,6,16,1,New South Wales,150.517624,-34.437157
2021,1,25,1,New South Wales,153.328329,-28.814806
2020,9,2,1,New South Wales,150.702147,-33.503703
2020,10,8,1,New South Wales,150.721715,-33.443406
2023,8,11,1,New South Wales,152.187922,-31.31995
2020,6,24,1,New South Wales,149.57333,-32.61446
2023,10,24,1,New South Wales,153.108135,-29.490553
2021,4,9,1,New South Wales,152.916202,-31.485298
2023,9,18,1,New South Wales,150.786363,-33.705897
2021,5,13,1,New South Wales,150.604314,-34.437904
2022,8,5,1,New South Wales,150.79001,-34.214698
2020,11,30,1,New South Wales,149.573329,-32.614457
2022,5,26,1,New South Wales,152.064111,-32.706973
2021,2,18,1,New South Wales,150.99245,-31.018692
2021,6,25,1,New South Wales,152.073009,-32.725859
2021,5,16,1,New South Wales,150.637365,-34.423853
2021,11,20,1,New South Wales,151.697481,-32.701926
2024,1,4,1,New South Wales,153.104203,-29.479276
2020,10,29,1,New South Wales,149.999247,-36.565645
2021,6,1,1,New South Wales,150.639592,-34.399202
2021,7,6,1,New South Wales,150.514333,-34.446511
2020,12,,1,New South Wales,152.961976,-31.210305
2023,7,7,1,New South Wales,149.554367,-33.584157
2020,12,20,1,New South Wales,153.103736,-29.485758
2023,11,21,1,New South Wales,152.940588,-29.774361
2023,9,21,1,New South Wales,153.394474,-28.288414
2021,5,3,1,New South Wales,150.637356,-34.488674
2021,6,12,1,New South Wales,150.522174,-34.4658
2020,3,25,1,New South Wales,150.125832,-35.065818
2021,9,9,1,New South Wales,150.521496,-34.465183
2020,12,7,1,New South Wales,153.334377,-28.818806
2021,9,4,1,New South Wales,153.293107,-28.864597
2023,9,3,1,New South Wales,150.784228,-33.717272
2021,9,6,1,New South Wales,150.532965,-34.495994
2021,5,21,1,New South Wales,150.529371,-34.471265
2021,5,10,1,New South Wales,150.52091,-34.466595
2021,5,17,1,New South Wales,150.640577,-34.494127
2020,1,4,1,New South Wales,153.109495,-29.490721
2022,12,15,1,New South Wales,150.921108,-33.96715
2022,8,21,1,New South Wales,153.309373,-28.823163
2021,6,28,1,New South Wales,150.643291,-34.393323
2023,7,22,1,New South Wales,152.064609,-32.699291
2021,5,25,1,New South Wales,150.521577,-34.46577
2020,10,7,1,New South Wales,152.630753,-31.224917
2021,11,25,1,New South Wales,151.62858,-32.641127
2023,9,8,1,New South Wales,150.785482,-33.709387
2020,10,23,1,New South Wales,149.947183,-36.617465
2021,4,18,1,New South Wales,152.404167,-31.945815
2020,10,,1,New South Wales,150.54359,-34.373392
2023,1,25,1,New South Wales,153.10998,-29.490203
2021,6,25,1,New South Wales,150.51431,-34.447259
2020,1,28,1,New South Wales,153.430681,-29.01629
2020,10,14,1,New South Wales,152.079065,-28.78178
2022,4,27,1,New South Wales,152.917246,-31.445453
2024,4,28,1,New South Wales,152.925776,-31.447463
2021,5,2,1,New South Wales,150.624144,-34.388923
2021,5,15,1,New South Wales,150.628846,-34.389176
2021,6,10,1,New South Wales,150.51801,-34.447631
2021,9,30,1,New South Wales,153.314144,-28.816318
2021,7,12,1,New South Wales,150.643049,-34.395392
2022,3,18,1,New South Wales,153.37674,-28.304856
2021,5,7,1,New South Wales,150.616182,-34.43572
2021,2,24,1,New South Wales,153.39411,-28.959119
2023,1,31,1,New South Wales,149.55755,-33.685964
2021,7,17,1,New South Wales,150.625243,-34.385825
2022,10,4,1,New South Wales,152.833242,-29.643678
2020,7,2,1,New South Wales,150.184494,-34.547284
2021,5,21,1,New South Wales,150.633756,-34.392463
2021,3,24,1,New South Wales,150.525408,-34.45988
2021,6,29,1,New South Wales,150.629131,-34.389083
2021,1,5,1,New South Wales,152.913985,-31.485206
2021,6,7,1,New South Wales,150.518756,-34.447421
2021,5,31,1,New South Wales,150.631092,-34.420224
2021,7,28,1,New South Wales,150.518116,-34.437446
2022,1,29,1,New South Wales,153.262056,-28.925911
2024,1,5,1,New South Wales,152.92083,-30.50456
2021,8,29,1,New South Wales,153.103945,-29.484446
2021,5,23,1,New South Wales,150.522463,-34.464887
2021,4,24,1,New South Wales,150.637454,-34.42105
2021,5,11,1,New South Wales,150.637212,-34.423859
2020,1,8,1,New South Wales,152.124036,-32.719642
2021,9,17,1,New South Wales,150.977022,-34.099086
2021,5,23,1,New South Wales,150.630987,-34.38846
2023,9,15,1,New South Wales,152.755027,-31.633668
2021,7,1,1,New South Wales,150.522618,-34.465882
2023,4,29,1,New South Wales,153.31535,-28.819753
2023,8,2,1,New South Wales,153.299459,-28.82149
2020,5,28,1,New South Wales,149.360515,-36.043897
2024,1,3,1,New South Wales,152.919636,-31.469132
2022,2,12,1,New South Wales,152.063375,-32.706714
2021,12,11,1,New South Wales,153.10939,-29.490507
2021,6,13,1,New South Wales,150.615143,-34.431328
2022,7,23,1,New South Wales,152.863624,-31.29087
2020,7,12,1,New South Wales,152.922191,-31.462006
2021,5,5,1,New South Wales,150.608585,-34.456416
2021,5,22,1,New South Wales,150.515898,-34.450987
2020,7,23,1,New South Wales,151.775592,-32.590109
2021,4,29,1,New South Wales,150.614888,-34.429592
2021,4,29,1,New South Wales,150.610215,-34.419051
2020,12,,1,New South Wales,152.909424,-31.176289
2022,1,3,1,New South Wales,152.899054,-31.473898
2022,8,9,1,New South Wales,150.526503,-34.452275
2021,9,19,1,New South Wales,150.519061,-34.447427
2021,10,5,1,New South Wales,153.39044,-28.838189
2021,9,16,1,New South Wales,150.533281,-34.475996
2021,5,13,1,New South Wales,150.523669,-34.464217
2021,7,19,1,New South Wales,152.064351,-32.709494
2020,2,17,1,New South Wales,149.870381,-29.441584
2020,7,21,1,New South Wales,150.656179,-33.58539
2022,11,17,1,New South Wales,152.07275,-32.711481
2024,3,31,1,New South Wales,150.973564,-34.100438
2022,3,31,1,New South Wales,153.108038,-29.490199
2023,10,30,1,New South Wales,153.10976,-29.490217
2021,8,27,1,New South Wales,150.514577,-34.443757
2022,1,5,1,New South Wales,149.866667,-32.534167
2023,10,18,1,New South Wales,152.888094,-31.44269
2020,10,27,1,New South Wales,151.780333,-32.714185
2020,10,12,1,New South Wales,152.881577,-31.45629
2023,10,8,1,New South Wales,152.065267,-32.71098
2020,10,27,1,New South Wales,151.780333,-32.714185
2020,11,20,1,New South Wales,153.559028,-28.368921
2021,6,10,1,New South Wales,150.518021,-34.447641
2023,6,9,1,New South Wales,150.79337,-34.14318
2024,1,25,1,New South Wales,150.785215,-33.714047
2024,5,28,1,New South Wales,152.879352,-31.458976
2022,11,14,1,New South Wales,150.929224,-33.954203
2024,1,16,1,New South Wales,152.243859,-32.272637
2023,2,8,1,New South Wales,153.10814,-29.490236
2021,4,30,1,New South Wales,150.604065,-34.427189
2021,7,5,1,New South Wales,150.522337,-34.465822
2021,7,14,1,New South Wales,150.325379,-29.033489
2021,5,19,1,New South Wales,150.640441,-34.494314
2021,4,8,1,New South Wales,150.51808,-34.453718
2021,5,19,1,New South Wales,150.615787,-34.430871
2022,10,6,1,New South Wales,153.276239,-28.857815
2023,9,11,1,New South Wales,150.694931,-34.275951
2022,8,30,1,New South Wales,149.320726,-36.298398
2021,6,13,1,New South Wales,150.521589,-34.465716
2021,1,15,1,New South Wales,150.059868,-33.767296
2021,10,17,1,New South Wales,153.103956,-29.489559
2021,5,3,1,New South Wales,150.604217,-34.437866
2020,1,14,1,New South Wales,152.537961,-28.896153
2021,1,20,1,New South Wales,152.868404,-29.667098
2023,7,21,1,New South Wales,150.785281,-33.714128
2020,2,2,1,New South Wales,153.289698,-28.867701
2021,9,1,1,New South Wales,150.601226,-34.448094
2024,8,3,1,New South Wales,152.89731,-31.475427
2021,9,8,1,New South Wales,153.489942,-28.631915
2021,5,13,1,New South Wales,150.637301,-34.423806
2021,2,24,1,New South Wales,150.516918,-34.453271
2022,11,17,1,New South Wales,152.923312,-31.469731
2021,6,7,1,New South Wales,150.519486,-34.456586
2022,8,10,1,New South Wales,150.522403,-34.443234
2024,9,16,2,New South Wales,146.562342,-34.762424
2021,6,7,1,New South Wales,150.531234,-34.457906
2024,2,13,1,New South Wales,152.793177,-31.641108
2022,11,25,1,New South Wales,152.794945,-30.901933
2022,11,18,1,New South Wales,152.795899,-30.884771
2021,4,24,1,New South Wales,150.610302,-34.419053
2022,11,24,1,New South Wales,152.794945,-30.901933
2021,3,4,1,New South Wales,153.555424,-28.586714
2021,8,3,1,New South Wales,150.632604,-34.418297
2021,4,19,1,New South Wales,150.640029,-34.415375
2021,7,29,1,New South Wales,150.518153,-34.437294
2021,4,29,1,New South Wales,150.616147,-34.436197
2022,4,15,1,New South Wales,150.998479,-34.043038
2020,9,1,1,New South Wales,153.497818,-28.706206
2021,6,22,1,New South Wales,150.519712,-34.463298
2021,5,26,1,New South Wales,150.639177,-34.392667
2021,5,14,1,New South Wales,150.516017,-34.449151
2021,5,28,1,New South Wales,150.340865,-34.484944
2022,7,27,1,New South Wales,152.904744,-31.465465
2022,9,9,1,New South Wales,153.103457,-29.485674
2021,12,16,1,New South Wales,150.905313,-33.418413
2024,8,21,1,New South Wales,152.38461,-31.91601
2020,10,10,1,New South Wales,149.986384,-36.655712
2021,4,13,1,New South Wales,150.517131,-34.444242
2021,6,10,1,New South Wales,150.605663,-34.437525
2023,11,21,1,New South Wales,150.659575,-33.527164
2021,5,15,1,New South Wales,150.600797,-34.428081
2021,4,23,1,New South Wales,150.635502,-34.420463
2021,5,7,1,New South Wales,150.521894,-34.459466
2021,7,14,1,New South Wales,153.604159,-28.661841
2021,5,10,1,New South Wales,150.520796,-34.466782
2020,10,10,1,New South Wales,153.494377,-28.242245
2023,11,3,1,New South Wales,152.906016,-31.471952
2024,1,28,1,New South Wales,152.17001,-32.74494
2021,5,15,1,New South Wales,150.616209,-34.435946
2022,11,16,1,New South Wales,152.88165,-30.911317
2021,10,12,1,New South Wales,152.922224,-31.446776
2023,9,18,1,New South Wales,152.909125,-31.440799
2021,7,12,1,New South Wales,153.103581,-29.488508
2022,11,11,1,New South Wales,152.105628,-32.727832
2022,10,19,1,New South Wales,152.790379,-31.639046
2021,1,26,1,New South Wales,153.103682,-29.485767
2021,8,22,1,New South Wales,150.640962,-34.396506
2021,4,10,1,New South Wales,150.518539,-34.448138
2021,7,1,1,New South Wales,150.596951,-34.412697
2020,10,10,1,New South Wales,149.986384,-36.655712
2023,9,5,1,New South Wales,150.989472,-34.027919
2021,7,11,1,New South Wales,150.521961,-34.464561
2023,9,3,1,New South Wales,150.783692,-33.719373
2024,5,15,1,New South Wales,152.181044,-31.941779
2022,6,12,1,New South Wales,153.103661,-29.485669
2021,4,23,1,New South Wales,150.638872,-34.421727
2023,1,8,1,New South Wales,152.926041,-31.452377
2020,12,8,1,New South Wales,153.327635,-28.940376
2021,7,5,1,New South Wales,150.603076,-34.417631
2021,6,21,1,New South Wales,150.604176,-34.422548
2021,6,7,1,New South Wales,150.531138,-34.457841
2021,6,10,1,New South Wales,150.524947,-34.458149
2020,10,,1,New South Wales,150.559732,-34.535992
2021,4,4,1,New South Wales,150.523301,-34.450894
2021,6,24,1,New South Wales,150.514405,-34.446648
2021,5,17,1,New South Wales,150.629048,-34.395112
2021,4,26,1,New South Wales,150.60835,-34.454346
2021,3,30,1,New South Wales,150.526486,-34.457278
2023,11,26,1,New South Wales,153.10164,-30.286806
2021,7,18,1,New South Wales,150.624265,-34.386193
2020,5,4,1,New South Wales,151.0003,-34.0615
2024,3,25,1,New South Wales,150.882544,-29.848616
2022,12,20,1,New South Wales,153.099788,-29.491543
2021,5,11,1,New South Wales,150.606794,-34.43871
2021,11,1,1,New South Wales,152.914058,-31.460474
2021,4,24,1,New South Wales,150.608809,-34.453508
2021,5,20,1,New South Wales,150.639125,-34.493098
2020,1,11,1,New South Wales,152.904141,-31.472325
2020,1,12,1,New South Wales,153.221268,-28.826448
2020,11,27,1,New South Wales,152.8978,-31.4354
2021,2,28,1,New South Wales,150.521267,-34.447517
2021,9,1,1,New South Wales,152.035846,-32.764338
2021,12,29,1,New South Wales,150.616298,-34.440843
2021,6,22,1,New South Wales,150.514187,-34.445904
2022,3,30,1,New South Wales,153.279592,-28.831104
2021,9,8,1,New South Wales,153.103795,-29.48558
2020,11,23,1,New South Wales,153.314609,-28.846843
2022,12,23,1,New South Wales,150.789513,-34.198962
2022,8,2,1,New South Wales,150.796374,-34.139484
2022,5,5,1,New South Wales,153.402257,-28.960528
2021,6,8,1,New South Wales,150.615447,-34.432875
2022,11,2,1,New South Wales,152.093659,-32.740062
2021,5,28,1,New South Wales,150.516294,-34.448985
2022,1,12,1,New South Wales,151.487783,-30.634036
2023,5,31,1,New South Wales,150.784218,-33.717325
2021,7,15,1,New South Wales,150.513751,-34.446319
2021,7,8,1,New South Wales,150.975975,-34.087943
2021,7,19,1,New South Wales,152.772842,-30.190688
2021,11,28,1,New South Wales,152.063591,-32.705663
2021,6,6,1,New South Wales,150.640443,-34.398308
2021,4,26,1,New South Wales,150.625035,-34.388174
2021,6,2,1,New South Wales,150.521566,-34.465752
2024,4,8,1,New South Wales,151.084889,-29.729156
2021,9,16,1,New South Wales,150.531841,-34.474642
2021,5,9,1,New South Wales,150.5213,-34.435356
2021,3,11,1,New South Wales,153.495634,-28.693276
2020,10,12,1,New South Wales,149.930096,-36.638123
2022,8,11,1,New South Wales,153.298638,-28.818456
2021,6,22,1,New South Wales,152.905709,-31.447595
2020,10,16,1,New South Wales,152.102475,-32.7347
2021,3,12,1,New South Wales,150.796982,-33.473775
2020,11,16,1,New South Wales,150.001052,-36.513032
2020,10,15,1,New South Wales,149.919967,-36.589766
2021,3,30,1,New South Wales,150.517241,-34.451564
2020,10,15,1,New South Wales,149.919967,-36.589766
2024,1,5,1,New South Wales,153.109787,-29.490217
2020,10,2,1,New South Wales,150.058209,-33.769726
2022,6,11,1,New South Wales,152.905405,-31.436777
2023,8,10,1,New South Wales,152.877935,-31.435353
2023,7,13,1,New South Wales,153.097636,-30.331099
2021,7,5,1,New South Wales,150.513837,-34.44633
2020,10,2,1,New South Wales,152.98111,-30.437334
2020,5,29,1,New South Wales,152.9254,-31.4587
2022,10,7,1,New South Wales,152.981428,-30.423644
2020,11,5,1,New South Wales,149.994744,-36.560944
2020,12,25,1,New South Wales,152.140155,-32.722972
2021,6,19,1,New South Wales,150.5199,-34.452529
2023,8,30,1,New South Wales,150.836937,-34.06522
2021,5,28,1,New South Wales,150.642497,-34.394128
2021,7,9,1,New South Wales,153.283377,-28.830775
2020,6,6,1,New South Wales,150.063356,-33.775781
2021,5,19,1,New South Wales,150.515308,-34.451038
2020,9,2,1,New South Wales,150.507113,-33.714893
2021,6,2,1,New South Wales,150.639385,-34.399595
2021,6,26,1,New South Wales,150.597533,-34.418208
2020,1,11,1,New South Wales,152.915729,-31.468482
2021,3,28,1,New South Wales,150.523875,-34.452456
2021,9,27,1,New South Wales,150.790392,-34.199948
2021,4,15,1,New South Wales,150.609879,-34.45187
2023,6,1,1,New South Wales,150.80038,-34.20323
2020,12,9,1,New South Wales,153.300206,-28.886464
2023,11,13,1,New South Wales,153.071583,-30.885675
2020,1,15,1,New South Wales,153.555196,-28.370334
2020,5,30,1,New South Wales,153.104026,-29.478599
2021,4,26,1,New South Wales,150.603286,-34.436956
2021,5,1,1,New South Wales,150.608946,-34.434975
2020,1,11,1,New South Wales,152.925098,-31.459851
2023,11,18,1,New South Wales,150.985961,-34.041246
2021,10,23,1,New South Wales,152.867932,-29.667257
2020,6,4,1,New South Wales,153.407575,-28.994054
2021,7,18,1,New South Wales,150.516346,-34.447985
2023,6,7,1,New South Wales,150.81808,-34.16363
2023,8,12,1,New South Wales,153.085007,-30.921114
2021,4,8,1,New South Wales,150.519865,-34.447831
2023,6,19,1,New South Wales,153.382965,-28.786726
2021,4,21,1,New South Wales,150.632678,-34.392884
2020,8,24,1,New South Wales,153.002375,-28.623888
2020,12,23,1,New South Wales,152.061869,-32.709238
2023,9,12,1,New South Wales,150.785843,-33.714865
2021,10,11,1,New South Wales,153.209446,-28.827015
2021,12,5,1,New South Wales,153.378654,-28.255627
2021,7,2,1,New South Wales,150.597718,-34.412901
2020,5,4,1,New South Wales,151.961159,-32.018393
2021,5,15,1,New South Wales,150.628766,-34.38931
2021,6,9,1,New South Wales,150.521579,-34.465689
2022,11,20,1,New South Wales,152.794854,-30.893434
2021,2,23,1,New South Wales,150.609939,-34.449013
2022,10,27,1,New South Wales,152.898357,-31.443494
2021,6,5,1,New South Wales,150.51956,-34.45666
2022,3,10,1,New South Wales,153.093209,-28.521893
2020,10,17,1,New South Wales,153.103441,-29.486323
2020,12,,1,New South Wales,150.600987,-34.533564
2021,6,25,1,New South Wales,150.514348,-34.447449
2021,5,26,1,New South Wales,150.794198,-34.142931
2021,7,3,1,New South Wales,150.600752,-34.416333
2023,1,27,1,New South Wales,153.218619,-28.824508
2021,4,27,1,New South Wales,150.616301,-34.435768
2022,9,14,1,New South Wales,151.097197,-29.775256
2023,12,16,1,New South Wales,149.3282,-35.603929
